SMILES,type,temp,pCMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,fold
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,6,40.9,0.00000139,1.19,31.1,6.46625552069051,8
CCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.0132,41.9,0.00000139,1.19,30.1,5.4374505188265,1
CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.7447,39.6,0.00000138,1.2,32.4,4.26933638560005,3
CCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4,33.9,0.00000146,1.14,38.1,4.7238382478744,3
CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.38720000000001,39.7,0.00000135,1.23,32.3,3.91917001249555,4
CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.95860000000001,40.1,0.00000166,1,31.9,3.37715706977867,8
CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.07572071393812,34.5,0.00000119,1.4,37.5,3.93435236968773,8
CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3,40,0.00000145,1.15,32,3.48320236627012,0
CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.11350927482752,39.5,0.0000013,1.28,32.5,2.67492228050995,3
CCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.2076,35,0.00000195,0.85,37,2.71661445848541,4
CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.38195190328791,39.7,0.00000128,1.3,32.3,2.94301402584179,5
CCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],gemini cationic,25,1.58,40.3,0.00000142,1.17,31.7,2.06107559529182,8
CCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCC.[Br-].[Br-],gemini cationic,25,1.21467016498923,28.7,0.00000211,0.79,43.3,1.85941708222605,4
CCCCCCCCCC[n+]1ccc(C(=O)NCCCCCCNC(=O)c2cc[n+](CCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,2.54668165995296,47.3,0.0000014,1.19,24.7,4.7,4
CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.02690000000004,34,0.00000202,0.82,38,3.54717977556317,8
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.20690839982342,37,0.00000131,1.26,35,4.14,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.41005039867429,36.5,0.000000785,2.12,35.5,4.71,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.40011692792631,43.9,0.00000104,1.8,28.1,5.91,0
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.61439372640169,34.5,0.000000947,1.75,37.5,4.73,3
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.47755576649368,34.8,0.000000813,2.04,37.2,4.63,3
CCCCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.29929628285498,33.6,0.0000014,1.6,38.4,4.39,3
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.14813039927023,30.6,0.000003,0.55,41.4,3.64,7
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.90692869362394,28.5,0.00000106,1.57,43.5,4.12,7
CCCCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.21681130892474,33.8,0.000000827,1.19,38.2,4,7
CCCCCCCCCC[N+](C)(C)CC(=O)COCCOCC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.06600683616876,32.6,0.00000147,1.33,39.4,3.86,2
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.76955107862173,47,0.000000417,3.98,25,3.22,3
CCCCCCCCCC[N+](C)(C)CC(O)COCCOCCOCCOCC(O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.18775530319963,48.3,0.000000519,2.01,23.7,3.54,3
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.10237290870956,33.4,0.00000148,1.12,38.6,3.83615488046098,0
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.61978875828839,31.3,0.0000014,1.19,40.7,4.48308155731207,0
C=CC(=O)OC(C[N+](C)(C)CCCCCCCCCCCCCCCC)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,4.50863830616573,32.5,0.00000159,1.05,39.5,5.22470470586634,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,5.20760831050175,38.5,0.0000015,1.11,33.5,5.60172024049082,0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,4.29413628771608,38,0.000000928,1.79,34,4.95476452285102,3
CCCCCCCCCC[N+](C)(C)CC(=O)OCCN(CCOC(=O)C[N+](C)(C)CCCCCCCCCC)CCOC(=O)C[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,2.7619538968712,37.9,0.00000103,1.61,34.1,3.36141217225911,3
CCCCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,5.4089353929735,48.37,0.00000067,2.49,23.6,5.72527067342907,1
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.93554201077308,41,0.00000088,1.89,30.97,4.66537891816025,4
CCCCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.22914798835786,38.6,0.00000091,1.83,33.37,3.08891190563153,8
CCCCCCCCCC[N+](CCC)(CCC)CCCC[N+](CCC)(CCC)CCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.3936186348894,38.5,0.00000108,1.53,33.47,3.12345554227656,4
CCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.26680273489343,32.3,0.00000153,1.09,39.7,3.8,4
CCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.82973828460504,34.8,0.00000132,1.23,37.2,4.75,2
CCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)C[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.25026368443094,37.5,0.00000138,1.2,34.5,4.68,6
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,4.10237290870956,27.9,0.00000318,0.78,44.1,5.05,1
CCCCCCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,4.04575749056068,30,0.00000284,0.88,42,5.02,1
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,3.18045606445813,27.9,0.00000197,1.26,44.1,4.9,9
CCCCCCCCCCCC[N+](CCCCC[N+](CCCCCCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,2.85542579239038,30.7,0.00000207,1.2,41.3,4.02,9
CCCCCCCCC[N+](CCCCC[N+](CCCCCCCCC)(CC(C)O)CC(C)O)(CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,2.64397414280688,28,0.00000198,1.26,44,4.04,5
CCCCCCCC[N+](CCCCC[N+](CCCCCCCC)CC(C)O)CC(C)O.[Br-].[Br-],gemini cationic,25,1.48148606012211,29.9,0.00000227,1.1,42.1,2.54,8
CCCCCCCCCCCCCCNC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25,3.15490195998574,33,0.00000097,1.14,39,4.29856391795326,2
CCCCCCCCCCOC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25,1.88605664769316,34,0.00000154,0.72,38,2.56850154810714,1
CCCCCCCCOC(=O)C([N+])CCCNC([N+])N.[Cl-].[Cl-],gemini cationic,25,1.58502665202918,35,0.00000115,0.96,37,2.44813812511314,6
CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,4.18708664335714,36.4,0.00000111,1.49,35.6,4.80251668418092,8
CCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,3.02227639471115,25.8,0.00000138,1.21,46.2,3.85365582834349,4
CCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCC)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,1.86646109162978,35.1,0.00000107,1.55,36.9,2.55810092722846,8
CCCCCCCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.26760624017703,37.8,0.00000141,1.17,34.2,3.83,8
CCCCCCCCCCCCOc1ccc[n+](CCCCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.72124639904717,37.8,0.00000185,0.9,34.13,4.38,6
CCCCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,5.22184874961636,33,0.00000277,0.6,39,5.69,2
CCCCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,5.51570016065321,23.5,0.00000237,0.7,48.5,6.19,2
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.5003129173816,35,0.00000237,0.7,37,5.8,2
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.54363396687096,32.7,0.00000332,0.5,39.3,5.97,2
CCCCCCCCCCCCCCOCC(COCCCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,6.14874165128092,39.1,0.00000554,0.3,32.9,6.27,2
CCCCCCCCCCCCOCC(CCC[N+](C)(C)C)(CCC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,4.55129368009492,33,0.00000237,0.7,39,5.2,5
CCCCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCCCC.[I-].[I-],gemini cationic,25,4.46980030179692,33.5,0.00000166,1,38.5,5.3,5
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,4.65955588515988,34.3,0.00000138,1.2,37.7,5.42,5
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,4.27327279097343,31.5,0.00000166,1,40.5,5.42,5
CCCCCCCCCCCCOCC(COCCCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,5.66354026615147,40.8,0.00000415,0.4,31.2,5.74,5
CCCCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCCCC.[I-].[I-],gemini cationic,25,3.57675412606319,32.2,0.00000138,1.2,39.8,4.46,1
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.77989191195995,35.2,0.00000111,1.5,36.8,4.52,1
CCCCCCCCCCOCC(COCCCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.59516628338006,32.2,0.00000166,1,39.8,4.57,1
CCCCCCCCCCOCC(COCCCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,3.68193666503724,39.6,0.00000104,1.6,32.4,4.46,1
CCCCCCCCOCC(CC[N+](C)(C)C)(CC[N+](C)(C)C)COCCCCCCCC.[I-].[I-],gemini cationic,25,2.92445303860747,32.2,0.00000119,1.4,39.8,3.64,7
CCCCCCCCOCC(COCCCCCCCC)(COCCC[N+](C)(C)C)COCCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,2.92445303860747,36.7,0.00000104,1.6,35.3,3.71,7
CCCCCCCCOCC(COCCCCCCCC)(COCC[N+](C)(C)C)COCC[N+](C)(C)C.[I-].[I-],gemini cationic,25,2.70114692359029,31.4,0.00000166,1,40.6,3.63,7
CCCCCCCCOCC(COCCCCCCCC)(C[N+](C)(C)C)C[N+](C)(C)C.[I-].[I-],gemini cationic,25,2.71669877129645,40.9,0.00000111,1.5,31.1,3.37,7
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCCCCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.42021640338319,43,0.00000064,2.59,29,5.2,4
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CCCCCC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,3.41005039867429,40,0.000000378,4.38,32,5.1,4
CCCCCCCCCCCCCC(=O)OCC[N+](C)(CCO)CC[N+](C)(CCO)CCOC(=O)CCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,25,2.85078088734462,41,0.000000815,2.03,31,4.7,4
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,4.3212995650017,50,0.00000157,1.63,21.18,4.43,0
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,5.37161106994969,44.8,0.000000945,1.42,26.38,5.6,0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.79615153625377,46.1,0.000000803,3.1,25.08,4.22,3
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.95039438740503,44.7,0.000000995,2.61,26.48,4.37,3
CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],gemini cationic,29.85,3.82246350007014,41,0.00000169,1.47,30.18,4.27,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)NCCNC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.04248848854552,42.79,0.00000168,1.48,28.39,3.47,7
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,29.85,3.10264786565569,40.4,0.00000278,0.9,30.78,3.35,7
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,4.2518119729938,43.2,0.00000106,1.57,28.75,4.44,0
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.5704091977767,45.47,0.00000134,1.24,26.52,3.55,3
CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,2.78277934435548,47.87,0.00000226,0.74,24.12,3.01,7
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.54060751224077,45,0.00000172,0.97,27,4.87,0
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,5.04575749056068,48,0.00000124,1.34,24,5.49,0
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.85387196432176,46,0.00000087,1.91,26,5.35,0
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.60205999132796,51.1,0.00000181,0.92,20.9,4.86,2
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.92811799269388,46,0.00000196,0.84,26,4.97,2
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.68193666503724,47,0.00000236,0.7,25,4.8,3
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.98296666070122,49,0.00000201,0.83,23,5.06,6
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.84771165561694,44.8,0.00000165,1.01,27.2,4.97,6
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.96257350205938,45,0.00000122,1.36,27,5.02,2
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.68402965454308,41.6,0.00000106,1.57,30.4,5.31,2
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,4.39040559077478,33.1,0.00000113,1.47,38.9,5.53,2
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.68193666503724,32,0.00000114,1.46,40,4.67,7
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1.[Br-].[Br-],gemini cationic,25,3.60032627851896,30.4,0.00000111,1.49,41.6,4.6,7
CCCCCCCCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,4.02227639471115,27.5,0.000000938,1.77,44.8,6.62,9
CCCCCCCCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,3.67985371388895,30.1,0.000000859,1.93,42.2,6.25,9
CCCCCC[n+]1cccc(COC(=O)CC(O)(CC(=O)OCc2ccc[n+](CCCCCC)c2)C(=O)OCc2ccc[n+](CCCCCC)c2)c1.[Br-].[Br-].[Br-],gemini cationic,25,3.18976748200492,32.5,0.000000701,2.37,39.8,6.06,4
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,4.34103515733557,36,0.00000069,2.44,36,5.7,1
CCCCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,4.29242982390206,49.1,0.00000049,1.77,22.9,4.49,1
CCCCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,3.76700388960785,42.5,0.00000129,1.29,29.5,4.18,4
CCCCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,3.26121944151563,35.4,0.00000099,1.68,36.6,4.29,9
CCCCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,2.94615357314775,38.2,0.00000131,1.26,33.8,3.3,9
CCCCCCCCCC[N+]1(Cc2ccc(-c3ccc(C[N+]4(CCCCCCCCCC)CCOCC4)cc3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,2.54378584464201,36,0.00000132,1.26,36,3.37,4
CCCCCCCCCC[N+]1(Cc2ccc(C[N+]3(CCCCCCCCCC)CCOCC3)cc2)CCOCC1.[Cl-].[Cl-],gemini cationic,25,2.18795610206977,39.9,0.00000163,1.02,32.1,2.56,4
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,2.94309514866353,37.6,0.0000019,0.87,34.37,3.58004425151024,9
CCCCCCCCCCC(O)Cn1cc[n+](CCCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,2.97061622231479,35.2,0.00000352,0.55,36.77,3.44009337496389,9
CCCCCCCCCCC(O)Cn1cc[n+](CCCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,2.99139982823808,32.9,0.00000329,0.72,39.07,3.72124639904717,9
CCCCCCCCCCC(O)Cn1cc[n+](CCCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.11918640771921,28.1,0.00000281,0.71,43.87,4.11350927482752,9
CCCCCCCCCCC(O)Cn1cc[n+](CCC[n+]2ccn(CC(O)CCCCCCCCCC)c2)c1.[Br-].[Br-],gemini cationic,25,3.14266750356873,30,0.00000253,0.65,41.97,3.9100948885606,9
CCCCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,3.72124639904717,47.2,0.00000063,2.62,24.8,4.17,3
CCCCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,2.97881070093006,46.1,0.00000084,1.98,25.9,3.4,8
CCCCCCCCCC[N+](CC)(CC)CC(=O)NCCNC(=O)C[N+](CC)(CC)CCCCCCCCCC.[Cl-].[Cl-],gemini cationic,25,2.17263072694617,45.6,0.0000009,1.85,26.4,2.6,4
CCCCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,5.1890957193313,32.1,0.00000097,1.7,39.9,6.0874722836821,3
CCCCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,3.85698519974591,32.3,0.00000082,2.03,39.7,4.90901840039424,8
CCCCCCCCCC[N+](C)(C)CCN(CC[N+](C)(C)CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],gemini cationic,25,2.93181413825384,33.4,0.000000883,1.88,38.6,3.85423541644645,3
CCCCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCCCC)c2)c1,gemini cationic,25,4.58502665202918,47.8,0.00000055,3,24.2,3.76955107862173,3
CCCCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCCCC)c2)c1,gemini cationic,25,3.85387196432176,33.64,0.00000076,2.1,38.36,3.67778070526608,6
